tensor_name,internal_name,source_role,role,target,model_note,layer,dtype_or_quant_type,gguf_shape,gguf_nbytes,in_features,out_features,q8_0_blocks_per_row,lanes,padded_out_features,row_padding,row_groups,scale_bytes,weight_bytes,total_packet_bytes,output_bytes,mac_count,scale_beats_32,weight_beats_32,total_beats_32,lane_utilization_estimate,stream_cycles_32_74mhz,stream_us_32_74mhz,scale_beats_128,weight_beats_128,total_beats_128,stream_cycles_128_74mhz,stream_us_128_74mhz,stream_cycles_128_50mhz,stream_us_128_50mhz,speedup_128_vs_32,mac_cycles_16lane_estimate,mac_us_16lane_74mhz_estimate,pure_stream_compute_us_32_74mhz,pure_stream_compute_us_128_74mhz,single_fixed_overhead_us,single_total_us_32_74mhz,single_total_us_128_74mhz,batch8_fixed_overhead_us,batch8_total_us_32_74mhz,batch8_total_us_128_74mhz,batch16_fixed_overhead_us,batch16_total_us_32_74mhz,batch16_total_us_128_74mhz,batch64_fixed_overhead_us,batch64_total_us_32_74mhz,batch64_total_us_128_74mhz
blk.24.ffn_gate.weight,layer_24_gate_proj,mlp_gate_projection,mlp_gate_projection,gate_proj,,24,Q8_0,"[576,1536]",940032,576,1536,18,16,1536,0,96,110592,884736,995328,6144,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.24.ffn_up.weight,layer_24_up_proj,mlp_up_projection,mlp_up_projection,up_proj,,24,Q8_0,"[576,1536]",940032,576,1536,18,16,1536,0,96,110592,884736,995328,6144,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.24.ffn_down.weight,layer_24_down_proj,mlp_down_projection,mlp_down_projection,down_proj,,24,Q8_0,"[1536,576]",940032,1536,576,48,16,576,0,36,110592,884736,995328,2304,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.25.attn_q.weight,layer_25_q_proj,attention_q_projection,attention_q_projection,q_proj,,25,Q8_0,"[576,576]",352512,576,576,18,16,576,0,36,41472,331776,373248,2304,331776,10368,82944,93312,1.000000,93312,1260.972973,2592,20736,23328,23328,315.243243,23328,466.560000,4.000000,20736,280.216216,1260.972973,315.243243,246.000000,1506.972973,561.243243,30.750000,1291.722973,345.993243,15.375000,1276.347973,330.618243,3.843750,1264.816723,319.086993
blk.25.attn_k.weight,layer_25_k_proj,attention_k_projection,attention_k_projection,k_proj,,25,Q8_0,"[576,192]",117504,576,192,18,16,192,0,12,13824,110592,124416,768,110592,3456,27648,31104,1.000000,31104,420.324324,864,6912,7776,7776,105.081081,7776,155.520000,4.000000,6912,93.405405,420.324324,105.081081,246.000000,666.324324,351.081081,30.750000,451.074324,135.831081,15.375000,435.699324,120.456081,3.843750,424.168074,108.924831
blk.25.attn_v.weight,layer_25_v_proj,attention_v_projection,attention_v_projection,v_proj,,25,Q8_0,"[576,192]",117504,576,192,18,16,192,0,12,13824,110592,124416,768,110592,3456,27648,31104,1.000000,31104,420.324324,864,6912,7776,7776,105.081081,7776,155.520000,4.000000,6912,93.405405,420.324324,105.081081,246.000000,666.324324,351.081081,30.750000,451.074324,135.831081,15.375000,435.699324,120.456081,3.843750,424.168074,108.924831
blk.25.attn_output.weight,layer_25_o_proj,attention_output_projection,attention_output_projection,o_proj,,25,Q8_0,"[576,576]",352512,576,576,18,16,576,0,36,41472,331776,373248,2304,331776,10368,82944,93312,1.000000,93312,1260.972973,2592,20736,23328,23328,315.243243,23328,466.560000,4.000000,20736,280.216216,1260.972973,315.243243,246.000000,1506.972973,561.243243,30.750000,1291.722973,345.993243,15.375000,1276.347973,330.618243,3.843750,1264.816723,319.086993
blk.25.ffn_gate.weight,layer_25_gate_proj,mlp_gate_projection,mlp_gate_projection,gate_proj,,25,Q8_0,"[576,1536]",940032,576,1536,18,16,1536,0,96,110592,884736,995328,6144,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.25.ffn_up.weight,layer_25_up_proj,mlp_up_projection,mlp_up_projection,up_proj,,25,Q8_0,"[576,1536]",940032,576,1536,18,16,1536,0,96,110592,884736,995328,6144,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.25.ffn_down.weight,layer_25_down_proj,mlp_down_projection,mlp_down_projection,down_proj,,25,Q8_0,"[1536,576]",940032,1536,576,48,16,576,0,36,110592,884736,995328,2304,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.26.attn_q.weight,layer_26_q_proj,attention_q_projection,attention_q_projection,q_proj,,26,Q8_0,"[576,576]",352512,576,576,18,16,576,0,36,41472,331776,373248,2304,331776,10368,82944,93312,1.000000,93312,1260.972973,2592,20736,23328,23328,315.243243,23328,466.560000,4.000000,20736,280.216216,1260.972973,315.243243,246.000000,1506.972973,561.243243,30.750000,1291.722973,345.993243,15.375000,1276.347973,330.618243,3.843750,1264.816723,319.086993
blk.26.attn_k.weight,layer_26_k_proj,attention_k_projection,attention_k_projection,k_proj,,26,Q8_0,"[576,192]",117504,576,192,18,16,192,0,12,13824,110592,124416,768,110592,3456,27648,31104,1.000000,31104,420.324324,864,6912,7776,7776,105.081081,7776,155.520000,4.000000,6912,93.405405,420.324324,105.081081,246.000000,666.324324,351.081081,30.750000,451.074324,135.831081,15.375000,435.699324,120.456081,3.843750,424.168074,108.924831
blk.26.attn_v.weight,layer_26_v_proj,attention_v_projection,attention_v_projection,v_proj,,26,Q8_0,"[576,192]",117504,576,192,18,16,192,0,12,13824,110592,124416,768,110592,3456,27648,31104,1.000000,31104,420.324324,864,6912,7776,7776,105.081081,7776,155.520000,4.000000,6912,93.405405,420.324324,105.081081,246.000000,666.324324,351.081081,30.750000,451.074324,135.831081,15.375000,435.699324,120.456081,3.843750,424.168074,108.924831
blk.26.attn_output.weight,layer_26_o_proj,attention_output_projection,attention_output_projection,o_proj,,26,Q8_0,"[576,576]",352512,576,576,18,16,576,0,36,41472,331776,373248,2304,331776,10368,82944,93312,1.000000,93312,1260.972973,2592,20736,23328,23328,315.243243,23328,466.560000,4.000000,20736,280.216216,1260.972973,315.243243,246.000000,1506.972973,561.243243,30.750000,1291.722973,345.993243,15.375000,1276.347973,330.618243,3.843750,1264.816723,319.086993
blk.26.ffn_gate.weight,layer_26_gate_proj,mlp_gate_projection,mlp_gate_projection,gate_proj,,26,Q8_0,"[576,1536]",940032,576,1536,18,16,1536,0,96,110592,884736,995328,6144,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.26.ffn_up.weight,layer_26_up_proj,mlp_up_projection,mlp_up_projection,up_proj,,26,Q8_0,"[576,1536]",940032,576,1536,18,16,1536,0,96,110592,884736,995328,6144,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.26.ffn_down.weight,layer_26_down_proj,mlp_down_projection,mlp_down_projection,down_proj,,26,Q8_0,"[1536,576]",940032,1536,576,48,16,576,0,36,110592,884736,995328,2304,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.27.attn_q.weight,layer_27_q_proj,attention_q_projection,attention_q_projection,q_proj,,27,Q8_0,"[576,576]",352512,576,576,18,16,576,0,36,41472,331776,373248,2304,331776,10368,82944,93312,1.000000,93312,1260.972973,2592,20736,23328,23328,315.243243,23328,466.560000,4.000000,20736,280.216216,1260.972973,315.243243,246.000000,1506.972973,561.243243,30.750000,1291.722973,345.993243,15.375000,1276.347973,330.618243,3.843750,1264.816723,319.086993
blk.27.attn_k.weight,layer_27_k_proj,attention_k_projection,attention_k_projection,k_proj,,27,Q8_0,"[576,192]",117504,576,192,18,16,192,0,12,13824,110592,124416,768,110592,3456,27648,31104,1.000000,31104,420.324324,864,6912,7776,7776,105.081081,7776,155.520000,4.000000,6912,93.405405,420.324324,105.081081,246.000000,666.324324,351.081081,30.750000,451.074324,135.831081,15.375000,435.699324,120.456081,3.843750,424.168074,108.924831
blk.27.attn_v.weight,layer_27_v_proj,attention_v_projection,attention_v_projection,v_proj,,27,Q8_0,"[576,192]",117504,576,192,18,16,192,0,12,13824,110592,124416,768,110592,3456,27648,31104,1.000000,31104,420.324324,864,6912,7776,7776,105.081081,7776,155.520000,4.000000,6912,93.405405,420.324324,105.081081,246.000000,666.324324,351.081081,30.750000,451.074324,135.831081,15.375000,435.699324,120.456081,3.843750,424.168074,108.924831
blk.27.attn_output.weight,layer_27_o_proj,attention_output_projection,attention_output_projection,o_proj,,27,Q8_0,"[576,576]",352512,576,576,18,16,576,0,36,41472,331776,373248,2304,331776,10368,82944,93312,1.000000,93312,1260.972973,2592,20736,23328,23328,315.243243,23328,466.560000,4.000000,20736,280.216216,1260.972973,315.243243,246.000000,1506.972973,561.243243,30.750000,1291.722973,345.993243,15.375000,1276.347973,330.618243,3.843750,1264.816723,319.086993
blk.27.ffn_gate.weight,layer_27_gate_proj,mlp_gate_projection,mlp_gate_projection,gate_proj,,27,Q8_0,"[576,1536]",940032,576,1536,18,16,1536,0,96,110592,884736,995328,6144,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.27.ffn_up.weight,layer_27_up_proj,mlp_up_projection,mlp_up_projection,up_proj,,27,Q8_0,"[576,1536]",940032,576,1536,18,16,1536,0,96,110592,884736,995328,6144,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.27.ffn_down.weight,layer_27_down_proj,mlp_down_projection,mlp_down_projection,down_proj,,27,Q8_0,"[1536,576]",940032,1536,576,48,16,576,0,36,110592,884736,995328,2304,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.28.attn_q.weight,layer_28_q_proj,attention_q_projection,attention_q_projection,q_proj,,28,Q8_0,"[576,576]",352512,576,576,18,16,576,0,36,41472,331776,373248,2304,331776,10368,82944,93312,1.000000,93312,1260.972973,2592,20736,23328,23328,315.243243,23328,466.560000,4.000000,20736,280.216216,1260.972973,315.243243,246.000000,1506.972973,561.243243,30.750000,1291.722973,345.993243,15.375000,1276.347973,330.618243,3.843750,1264.816723,319.086993
blk.28.attn_k.weight,layer_28_k_proj,attention_k_projection,attention_k_projection,k_proj,,28,Q8_0,"[576,192]",117504,576,192,18,16,192,0,12,13824,110592,124416,768,110592,3456,27648,31104,1.000000,31104,420.324324,864,6912,7776,7776,105.081081,7776,155.520000,4.000000,6912,93.405405,420.324324,105.081081,246.000000,666.324324,351.081081,30.750000,451.074324,135.831081,15.375000,435.699324,120.456081,3.843750,424.168074,108.924831
blk.28.attn_v.weight,layer_28_v_proj,attention_v_projection,attention_v_projection,v_proj,,28,Q8_0,"[576,192]",117504,576,192,18,16,192,0,12,13824,110592,124416,768,110592,3456,27648,31104,1.000000,31104,420.324324,864,6912,7776,7776,105.081081,7776,155.520000,4.000000,6912,93.405405,420.324324,105.081081,246.000000,666.324324,351.081081,30.750000,451.074324,135.831081,15.375000,435.699324,120.456081,3.843750,424.168074,108.924831
blk.28.attn_output.weight,layer_28_o_proj,attention_output_projection,attention_output_projection,o_proj,,28,Q8_0,"[576,576]",352512,576,576,18,16,576,0,36,41472,331776,373248,2304,331776,10368,82944,93312,1.000000,93312,1260.972973,2592,20736,23328,23328,315.243243,23328,466.560000,4.000000,20736,280.216216,1260.972973,315.243243,246.000000,1506.972973,561.243243,30.750000,1291.722973,345.993243,15.375000,1276.347973,330.618243,3.843750,1264.816723,319.086993
blk.28.ffn_gate.weight,layer_28_gate_proj,mlp_gate_projection,mlp_gate_projection,gate_proj,,28,Q8_0,"[576,1536]",940032,576,1536,18,16,1536,0,96,110592,884736,995328,6144,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.28.ffn_up.weight,layer_28_up_proj,mlp_up_projection,mlp_up_projection,up_proj,,28,Q8_0,"[576,1536]",940032,576,1536,18,16,1536,0,96,110592,884736,995328,6144,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.28.ffn_down.weight,layer_28_down_proj,mlp_down_projection,mlp_down_projection,down_proj,,28,Q8_0,"[1536,576]",940032,1536,576,48,16,576,0,36,110592,884736,995328,2304,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.29.attn_q.weight,layer_29_q_proj,attention_q_projection,attention_q_projection,q_proj,,29,Q8_0,"[576,576]",352512,576,576,18,16,576,0,36,41472,331776,373248,2304,331776,10368,82944,93312,1.000000,93312,1260.972973,2592,20736,23328,23328,315.243243,23328,466.560000,4.000000,20736,280.216216,1260.972973,315.243243,246.000000,1506.972973,561.243243,30.750000,1291.722973,345.993243,15.375000,1276.347973,330.618243,3.843750,1264.816723,319.086993
blk.29.attn_k.weight,layer_29_k_proj,attention_k_projection,attention_k_projection,k_proj,,29,Q8_0,"[576,192]",117504,576,192,18,16,192,0,12,13824,110592,124416,768,110592,3456,27648,31104,1.000000,31104,420.324324,864,6912,7776,7776,105.081081,7776,155.520000,4.000000,6912,93.405405,420.324324,105.081081,246.000000,666.324324,351.081081,30.750000,451.074324,135.831081,15.375000,435.699324,120.456081,3.843750,424.168074,108.924831
blk.29.attn_v.weight,layer_29_v_proj,attention_v_projection,attention_v_projection,v_proj,,29,Q8_0,"[576,192]",117504,576,192,18,16,192,0,12,13824,110592,124416,768,110592,3456,27648,31104,1.000000,31104,420.324324,864,6912,7776,7776,105.081081,7776,155.520000,4.000000,6912,93.405405,420.324324,105.081081,246.000000,666.324324,351.081081,30.750000,451.074324,135.831081,15.375000,435.699324,120.456081,3.843750,424.168074,108.924831
blk.29.attn_output.weight,layer_29_o_proj,attention_output_projection,attention_output_projection,o_proj,,29,Q8_0,"[576,576]",352512,576,576,18,16,576,0,36,41472,331776,373248,2304,331776,10368,82944,93312,1.000000,93312,1260.972973,2592,20736,23328,23328,315.243243,23328,466.560000,4.000000,20736,280.216216,1260.972973,315.243243,246.000000,1506.972973,561.243243,30.750000,1291.722973,345.993243,15.375000,1276.347973,330.618243,3.843750,1264.816723,319.086993
blk.29.ffn_gate.weight,layer_29_gate_proj,mlp_gate_projection,mlp_gate_projection,gate_proj,,29,Q8_0,"[576,1536]",940032,576,1536,18,16,1536,0,96,110592,884736,995328,6144,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.29.ffn_up.weight,layer_29_up_proj,mlp_up_projection,mlp_up_projection,up_proj,,29,Q8_0,"[576,1536]",940032,576,1536,18,16,1536,0,96,110592,884736,995328,6144,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
blk.29.ffn_down.weight,layer_29_down_proj,mlp_down_projection,mlp_down_projection,down_proj,,29,Q8_0,"[1536,576]",940032,1536,576,48,16,576,0,36,110592,884736,995328,2304,884736,27648,221184,248832,1.000000,248832,3362.594595,6912,55296,62208,62208,840.648649,62208,1244.160000,4.000000,55296,747.243243,3362.594595,840.648649,246.000000,3608.594595,1086.648649,30.750000,3393.344595,871.398649,15.375000,3377.969595,856.023649,3.843750,3366.438345,844.492399
token_embd.weight,lm_head_tied_tok_embeddings,token_embedding,lm_head_tied_token_embedding,lm_head,No separate output.weight in this GGUF; modeled token_embd.weight as tied lm_head. See pycharm/golden/lm_head_slice/manifest.json.,-1,Q8_0,"[576,49152]",30081024,576,49152,18,16,49152,0,3072,3538944,28311552,31850496,196608,28311552,884736,7077888,7962624,1.000000,7962624,107603.027027,221184,1769472,1990656,1990656,26900.756757,1990656,39813.120000,4.000000,1769472,23911.783784,107603.027027,26900.756757,246.000000,107849.027027,27146.756757,30.750000,107633.777027,26931.506757,15.375000,107618.402027,26916.131757,3.843750,107606.870777,26904.600507
