layer,point,len,cpu_min,cpu_max,cpu_mean,cpu_absmax,cpu_checksum,cpu_hash,fpga_min,fpga_max,fpga_mean,fpga_absmax,fpga_checksum,fpga_hash,checksum_abs_diff,mean_abs_diff,absmax_abs_diff,hash_match,large_divergence
5,attention_output,576,-0.192720458,0.793265998,0.0071903196,0.793265998,4.14162409,21f065449d39f522,-2.5546875,8388608.0,305834.698,8388608.0,176160786.0,ab083b92ae8c0e23,176160781.8583759,305834.6908096804,8388607.206734002,no,yes
5,o_proj_output,576,-4.7176981,3.6034143,0.00395849894,4.7176981,2.28009539,f8e5ef5753338d49,-228.9375,8388608.0,29129.8961,8388608.0,16778820.1,da45c9ab3dd6ffa6,16778817.81990461,29129.892141501063,8388603.2823019,no,yes
5,residual_after_attention,576,-141.961716,795.863525,0.751857871,795.863525,433.070134,372e86af3b5b48b6,-1986.49109,16777264.0,961207.045,16777264.0,553655258.0,81f19cefbe3b2c9e,553654824.929866,961206.2931421291,16776468.136475,no,yes
5,after_post_attention_rmsnorm,576,-0.368748009,1.74123573,0.00272382949,1.74123573,1.56892579,062765dc97e04deb,-9.2618604e-05,1.22216761,0.0716582543,1.22216761,41.2751545,a999852f25265015,39.70622871,0.06893442481,0.51906812,no,yes
5,gate_proj_output,1536,-1.71639907,0.992440701,-0.274980854,1.71639907,-422.370592,b5b3cf742081c15b,-4.59375,8388608.0,163839.932,8388608.0,251658136.0,4f0b15b9c579098d,251658558.370592,163840.206980854,8388606.28360093,no,yes
5,up_proj_output,1536,-0.587137401,1.18094885,-0.00275828033,1.18094885,-4.23671858,85ebc401b086e69e,-3.87890625,8388608.0,131072.026,8388608.0,201326632.0,662e8bb78a6b6ea1,201326636.23671857,131072.02875828033,8388606.81905115,no,yes
5,silu_swiglu_output,1536,-0.238820508,0.156095788,0.000536173412,0.238820508,0.823562361,f059551794fef658,-11239424.0,21331968.0,39511.8615,21331968.0,60690219.3,fd0e1437d66fa0e7,60690218.476437636,39511.860963826584,21331967.761179492,no,yes
5,down_proj_output,576,-2.62252235,1.73548615,-0.0126710226,2.62252235,-7.29850904,c62c443f0413c660,-693.566406,8388608.0,72814.4689,8388608.0,41941134.1,6768df2a6c7f12a7,41941141.39850904,72814.48157102261,8388605.37747765,no,yes
5,residual_after_mlp,576,-140.226227,793.241028,0.739186907,793.241028,425.771659,9c448d305f17cd9e,-1857.76843,16777510.0,1034021.51,16777510.0,595596392.0,aef40d963ab5e62c,595595966.228341,1034020.770813093,16776716.758972,no,yes
6,after_input_rmsnorm,576,-2.12036467,4.58581209,0.00376692452,4.58581209,2.16974852,325b5e0671d69c6c,-0.000123931997,1.48133385,0.0866861785,1.48133385,49.9312388,a874a42c4a32802f,47.761490280000004,0.08291925398,3.10447824,no,yes
6,q_proj_output,576,-5.81887102,5.6671524,0.0744979637,5.81887102,42.9108271,8a7e24f9f06a9bb5,-4.8828125,8388608.0,174762.752,8388608.0,100663345.0,44ac07450eb835b2,100663302.0891729,174762.6775020363,8388602.18112898,no,yes
6,k_proj_output,192,-5.19774961,6.6592617,-0.0205710377,6.6592617,-3.94963924,dd61c04d1fd25f3d,-3.2109375,8388608.0,218453.569,8388608.0,41943085.2,11396f31561c2c2c,41943089.14963924,218453.58957103768,8388601.3407383,no,yes
6,v_proj_output,192,-0.186909065,0.63628912,-0.00273763872,0.63628912,-0.525626634,8187498c941285f8,-3.6640625,8388608.0,218453.481,8388608.0,41943068.3,0dce5c0dbe406dbf,41943068.825626634,218453.48373763871,8388607.36371088,no,yes
6,attention_output,576,-0.186909065,0.63628912,-0.00273763872,0.63628912,-1.5768799,8944f79bc3dc277c,-3.6640625,8388608.0,218453.481,8388608.0,125829205.0,30adad877f70d947,125829206.5768799,218453.48373763871,8388607.36371088,no,yes
6,o_proj_output,576,-4.05476952,2.12748885,0.00909792597,4.05476952,5.24040536,3b13ad44a5ad6d6e,-161.253906,8388608.0,43695.2676,8388608.0,25168474.1,b8fd83995fc76b5b,25168468.859594643,43695.25850207403,8388603.94523048,no,yes
6,residual_after_attention,576,-138.09874,789.186279,0.748284876,789.186279,431.012088,4c9d01a694909a64,-1744.47937,16777564.0,1077716.79,16777564.0,620764868.0,e580076e28b2467f,620764436.987912,1077716.041715124,16776774.813721,no,yes
6,after_post_attention_rmsnorm,576,-0.49752599,1.60791945,0.0020415742,1.60791945,1.17594674,57d66743506ae074,-9.25043641e-05,1.15606678,0.0717491011,1.15606678,41.3274822,e02366876520f114,40.15153546,0.06970752690000001,0.45185267000000007,no,yes
6,gate_proj_output,1536,-1.08892155,1.00609493,-0.150707074,1.08892155,-231.486066,b9911a841c0e789d,-2.89453125,8388608.0,262143.925,8388608.0,402653068.0,6bec3a813801d9f4,402653299.486066,262144.07570707396,8388606.91107845,no,yes
6,up_proj_output,1536,-0.776901066,1.45571303,-0.00272897116,1.45571303,-4.1916997,8276de17d9721c4a,-3.140625,8388608.0,218453.319,8388608.0,335544299.0,47c37f7bfb5fb67b,335544303.1916997,218453.32172897115,8388606.54428697,no,yes
6,silu_swiglu_output,1536,-0.116667651,0.192648038,0.000351525697,0.192648038,0.539943471,e8655875edba128e,-20152320.0,70368744200000.0,45813055300.0,70368744200000.0,70368852900000.0,e7be06213f3e4dad,70368852899999.45,45813055299.99965,70368744199999.81,no,yes
6,down_proj_output,576,-3.01525187,1.7073735,-0.00999763062,3.01525187,-5.75863524,1ce9a056a9ed820e,-1027.85547,8388608.0,58246.8997,8388608.0,33550214.3,4b753289eedce344,33550220.058635242,58246.909697630625,8388604.98474813,no,yes
6,residual_after_mlp,576,-136.963806,786.171021,0.738287238,786.171021,425.253449,4e3787768bd24eee,-2772.33496,16777278.0,1135963.68,16777278.0,654315081.0,9b8aaa69a38d6d9b,654314655.746551,1135962.941712762,16776491.828979,no,yes
7,after_input_rmsnorm,576,-2.22608638,5.06159496,0.00362448125,5.06159496,2.0877012,f757a72626986f70,-0.000203762072,1.88420534,0.110750942,1.88420534,63.7925426,4f4fabe6261cd9ce,61.7048414,0.10712646075,3.1773896199999996,no,yes
7,q_proj_output,576,-5.92683935,2.90388393,-0.0892806908,5.92683935,-51.4256779,cc24130c0d4062f9,-5.4921875,8388608.0,189326.311,8388608.0,109051955.0,1bc3dc9084a0ee88,109052006.4256779,189326.40028069078,8388602.07316065,no,yes
7,k_proj_output,192,-5.39559889,4.34561443,-0.0105935609,5.39559889,-2.0339637,0d9cb200058e80f6,-5.2734375,8388608.0,87381.2917,8388608.0,16777208.0,27e55b7e98771a51,16777210.0339637,87381.3022935609,8388602.60440111,no,yes
7,v_proj_output,192,-0.322906733,0.389731884,-0.01010822,0.389731884,-1.94077824,956f8483c455e7a7,-3.99609375,8388608.0,174762.663,8388608.0,33554431.3,4cb731f0518bb6fd,33554433.24077824,174762.67310822,8388607.610268116,no,yes
