row_group,lane,row,block,cpu_block_acc_i32,mixed_lane_i32,duplicate_same_lane_i32,duplicate_lane0_i32,mixed_vs_cpu,duplicate_same_lane_vs_cpu,mixed_vs_duplicate,duplicate_good_lanes
15,15,255,4,4254,4254,4254,4254,1,1,1,16
15,15,255,5,-2645,-2645,-2645,-2645,1,1,1,16
15,15,255,6,-386,-386,-386,-386,1,1,1,16
15,15,255,7,-6748,-6748,-6748,-6748,1,1,1,16
15,15,255,8,-1220,-1220,-1220,-1220,1,1,1,16
15,15,255,9,-7089,-7089,-7089,-7089,1,1,1,16
15,15,255,10,-3334,-3334,-3334,-3334,1,1,1,16
15,15,255,11,-3953,-3953,-3953,-3953,1,1,1,16
15,15,255,12,3094,3094,3094,3094,1,1,1,16
15,15,255,13,1932,1932,1932,1932,1,1,1,16
15,15,255,14,-8217,-8217,-8217,-8217,1,1,1,16
15,15,255,15,-26,-26,-26,-26,1,1,1,16
15,15,255,16,1596,1596,1596,1596,1,1,1,16
15,15,255,17,3983,3983,3983,3983,1,1,1,16
17,4,276,0,-148,-148,-148,-148,1,1,1,16
